"import_id","id","empid","age","agegroup","attrition","businesstravel","dailyrate","department","distancefromhome","education","educationfield","employeecount","employeenumber","environmentsatisfaction","gender","hourlyrate","jobinvolvement","joblevel","jobrole","jobsatisfaction","maritalstatus","monthlyincome","salaryslab","monthlyrate","numcompaniesworked","over18","overtime","percentsalaryhike","performancerating","relationshipsatisfaction","standardhours","stockoptionlevel","totalworkingyears","trainingtimeslastyear","worklifebalance","yearsatcompany","yearsincurrentrole","yearssincelastpromotion","yearswithcurrmanager","managertenuremissing","attritionflag","tenuregroup","ishighearner","longcommute","salarymin","salarymax"
"227","227","916","28","NULL","0","Travel_Rarely","821","Sales","5","4","Medical","1","916","1","Male","98","3","2","Sales Executive","4","NULL","4908","5000.0000","24252","1","1","0","0.1400","3","2","80","0","4.0000","3","0.0300","4","2","0","2","0","0","NULL","0","0","5000.0000","5000.0000"
"228","228","930","28","NULL","0","Travel_Rarely","995","Research & Development","9","3","Medical","1","930","3","Female","77","3","1","Research Scientist","3","NULL","2377","5000.0000","9834","5","1","0","0.1800","3","2","80","1","6.0000","2","0.0300","2","2","2","2","0","0","NULL","0","0","5000.0000","5000.0000"
"229","229","1056","28","NULL","0","Travel_Rarely","1144","Sales","10","1","Medical","1","1056","4","Male","74","3","1","Sales Representative","2","NULL","1052","5000.0000","23384","1","1","0","0.2200","4","2","80","0","1.0000","5","0.0300","1","0","0","0","0","0","NULL","0","0","5000.0000","5000.0000"
"230","230","1082","28","NULL","1","Non-Travel","1366","Research & Development","24","2","Technical Degree","1","1082","2","Male","72","2","3","Healthcare Representative","1","NULL","8722","NULL","12355","1","1","0","0.1200","3","1","80","0","10.0000","2","0.0200","10","7","1","9","0","1","NULL","1","0","5000.0000","10000.0000"
"231","231","1097","28","NULL","0","Travel_Rarely","857","Research & Development","10","3","Other","1","1097","3","Female","59","3","2","Research Scientist","3","NULL","3660","5000.0000","7909","3","1","0","0.1300","3","4","80","0","10.0000","4","0.0400","8","7","1","7","0","0","NULL","0","0","5000.0000","5000.0000"
"232","232","1102","28","NULL","0","Travel_Rarely","895","Research & Development","15","2","Life Sciences","1","1102","1","Male","50","3","1","Laboratory Technician","3","NULL","2207","5000.0000","22482","1","1","0","0.1600","3","4","80","1","4.0000","5","0.0200","4","2","2","2","0","0","NULL","0","0","5000.0000","5000.0000"
"233","233","1111","28","NULL","1","Travel_Frequently","1009","Research & Development","1","3","Medical","1","1111","1","Male","45","2","1","Laboratory Technician","2","NULL","2596","5000.0000","7160","1","1","0","0.1500","3","1","80","2","1.0000","2","0.0300","1","0","0","0","0","1","NULL","0","0","5000.0000","5000.0000"
"234","234","1121","28","NULL","0","Travel_Rarely","950","Research & Development","3","3","Medical","1","1121","4","Female","93","3","3","Manufacturing Director","2","NULL","7655","NULL","8039","0","1","0","0.1700","3","2","80","3","10.0000","3","0.0200","9","7","1","7","0","0","NULL","1","0","5000.0000","10000.0000"
"235","235","1136","28","NULL","0","Travel_Rarely","1451","Research & Development","2","1","Life Sciences","1","1136","1","Male","67","2","1","Research Scientist","2","NULL","3201","5000.0000","19911","0","1","0","0.1700","3","1","80","0","6.0000","2","0.0100","5","3","0","4","0","0","NULL","0","0","5000.0000","5000.0000"
"236","236","1154","28","NULL","0","Travel_Frequently","773","Research & Development","6","3","Life Sciences","1","1154","3","Male","39","2","1","Research Scientist","3","NULL","2703","5000.0000","22088","1","1","1","0.1400","3","4","80","1","3.0000","2","0.0300","3","1","0","2","0","0","NULL","0","0","5000.0000","5000.0000"
"237","237","1175","28","NULL","1","Travel_Rarely","1485","Research & Development","12","1","Life Sciences","1","1175","3","Female","79","3","1","Laboratory Technician","4","NULL","2515","5000.0000","22955","1","1","1","0.1100","3","4","80","0","1.0000","4","0.0200","1","1","0","0","0","1","NULL","0","0","5000.0000","5000.0000"
"238","238","1216","28","NULL","0","Travel_Rarely","1179","Research & Development","19","4","Medical","1","1216","4","Male","78","2","1","Laboratory Technician","1","NULL","3196","5000.0000","12449","1","1","0","0.1200","3","3","80","3","6.0000","2","0.0300","6","5","3","3","0","0","NULL","0","0","5000.0000","5000.0000"
"239","239","1286","28","NULL","0","Travel_Frequently","791","Research & Development","1","4","Medical","1","1286","4","Male","44","3","1","Laboratory Technician","3","NULL","2154","5000.0000","6842","0","1","1","0.1100","3","3","80","0","5.0000","2","0.0200","4","2","0","2","0","0","NULL","0","0","5000.0000","5000.0000"
"240","240","1296","28","NULL","0","Travel_Frequently","193","Research & Development","2","3","Life Sciences","1","1296","4","Male","52","2","1","Laboratory Technician","4","NULL","3867","5000.0000","14222","1","1","1","0.1200","3","2","80","1","2.0000","2","0.0300","2","2","2","2","0","0","NULL","0","0","5000.0000","5000.0000"
"241","241","1301","28","NULL","0","Travel_Rarely","640","Research & Development","1","3","Technical Degree","1","1301","4","Male","84","3","1","Research Scientist","1","NULL","2080","5000.0000","4732","2","1","0","0.1100","3","2","80","0","5.0000","2","0.0200","3","2","1","2","0","0","NULL","0","0","5000.0000","5000.0000"
"242","242","1315","28","NULL","0","Non-Travel","1476","Research & Development","1","3","Life Sciences","1","1315","3","Female","55","1","2","Laboratory Technician","4","NULL","6674","NULL","16392","0","1","0","0.1100","3","1","80","3","10.0000","6","0.0300","9","8","7","5","0","0","NULL","1","0","5000.0000","10000.0000"
"243","243","1387","28","NULL","0","Travel_Rarely","736","Sales","26","3","Life Sciences","1","1387","3","Male","48","2","2","Sales Executive","1","NULL","4724","5000.0000","24232","1","1","0","0.1100","3","3","80","1","5.0000","0","0.0300","5","3","0","4","0","0","NULL","0","0","5000.0000","5000.0000"
"244","244","1469","28","NULL","0","Travel_Rarely","866","Sales","5","3","Medical","1","1469","4","Male","84","3","2","Sales Executive","1","NULL","8463","NULL","23490","0","1","0","0.1800","3","4","80","0","6.0000","4","0.0300","5","4","1","3","0","0","NULL","1","0","5000.0000","10000.0000"
"245","245","1486","28","NULL","1","Travel_Frequently","1496","Sales","1","3","Technical Degree","1","1486","1","Male","92","3","1","Sales Representative","3","NULL","2909","5000.0000","15747","3","1","0","0.1500","3","4","80","1","5.0000","3","0.0400","3","2","1","2","0","1","NULL","0","0","5000.0000","5000.0000"
"246","246","1504","28","NULL","1","Travel_Frequently","289","Research & Development","2","2","Medical","1","1504","3","Male","38","2","1","Laboratory Technician","1","NULL","2561","5000.0000","5355","7","1","0","0.1100","3","3","80","0","8.0000","2","0.0200","0","0","0","0","0","1","NULL","0","0","5000.0000","5000.0000"
"247","247","1506","28","NULL","0","Travel_Rarely","1423","Research & Development","1","3","Life Sciences","1","1506","1","Male","72","2","1","Research Scientist","3","NULL","1563","5000.0000","12530","1","1","0","0.1400","3","4","80","1","1.0000","2","0.0100","1","0","0","0","0","0","NULL","0","0","5000.0000","5000.0000"
"248","248","1507","28","NULL","0","Travel_Frequently","467","Sales","7","3","Life Sciences","1","1507","3","Male","55","3","2","Sales Executive","1","NULL","4898","5000.0000","11827","0","1","0","0.1400","3","4","80","0","5.0000","5","0.0300","4","2","1","3","0","0","NULL","0","0","5000.0000","5000.0000"
"249","249","1514","28","NULL","0","Travel_Rarely","1083","Research & Development","29","1","Life Sciences","1","1514","3","Male","96","1","2","Manufacturing Director","2","NULL","6549","NULL","3173","1","1","0","0.1400","3","2","80","2","8.0000","2","0.0200","8","6","1","7","0","0","NULL","1","0","5000.0000","10000.0000"
"250","250","1604","28","NULL","1","Travel_Rarely","329","Research & Development","24","3","Medical","1","1604","3","Male","51","3","1","Laboratory Technician","2","NULL","2408","5000.0000","7324","1","1","1","0.1700","3","3","80","3","1.0000","3","0.0300","1","1","0","0","0","1","NULL","0","0","5000.0000","5000.0000"
"251","251","1622","28","NULL","0","Travel_Rarely","580","Research & Development","27","3","Medical","1","1622","2","Female","39","1","2","Manufacturing Director","1","NULL","4877","5000.0000","20460","0","1","0","0.2100","4","2","80","1","6.0000","5","0.0200","5","3","0","0","0","0","NULL","0","0","5000.0000","5000.0000"
"252","252","1799","28","NULL","0","Travel_Rarely","1181","Research & Development","1","3","Life Sciences","1","1799","3","Male","82","3","1","Research Scientist","4","NULL","2044","5000.0000","5531","1","1","0","0.1100","3","3","80","1","5.0000","6","0.0400","5","3","0","3","0","0","NULL","0","0","5000.0000","5000.0000"
"253","253","1834","28","NULL","0","Travel_Rarely","1217","Research & Development","1","3","Medical","1","1834","3","Female","67","3","1","Research Scientist","1","NULL","3591","5000.0000","12719","1","1","0","0.2500","4","3","80","1","3.0000","3","0.0300","3","2","1","2","0","0","NULL","0","0","5000.0000","5000.0000"
"254","254","1858","28","NULL","0","Non-Travel","280","Human Resources","1","2","Life Sciences","1","1858","3","Male","43","3","1","Human Resources","4","NULL","2706","5000.0000","10494","1","1","0","0.1500","3","2","80","1","3.0000","2","0.0300","3","2","2","2","0","0","NULL","0","0","5000.0000","5000.0000"
"255","255","1875","28","NULL","0","Travel_Rarely","1172","Sales","3","3","Medical","1","1875","2","Female","78","3","1","Sales Representative","2","NULL","2856","5000.0000","3692","1","1","0","0.1900","3","4","80","1","1.0000","3","0.0300","1","0","0","0","0","0","NULL","0","0","5000.0000","5000.0000"
"256","256","1927","28","NULL","0","Travel_Frequently","783","Sales","1","2","Life Sciences","1","1927","3","Male","42","2","2","Sales Executive","4","NULL","6834","NULL","19255","1","1","1","0.1200","3","3","80","1","7.0000","2","0.0300","7","7","0","7","0","0","NULL","1","0","5000.0000","10000.0000"
"257","257","1933","28","NULL","1","Travel_Rarely","1475","Sales","13","2","Marketing","1","1933","4","Female","84","3","2","Sales Executive","3","NULL","9854","NULL","23352","3","1","1","0.1100","3","4","80","0","6.0000","0","0.0300","2","0","2","2","0","1","NULL","1","0","5000.0000","10000.0000"
"258","258","1947","28","NULL","0","Non-Travel","1103","Research & Development","16","3","Medical","1","1947","3","Male","49","3","1","Research Scientist","3","NULL","2144","5000.0000","2122","1","1","0","0.1400","3","3","80","0","5.0000","3","0.0200","5","3","1","4","0","0","NULL","0","0","5000.0000","5000.0000"
"259","259","1960","28","NULL","1","Travel_Rarely","1404","Research & Development","17","3","Technical Degree","1","1960","3","Male","32","2","1","Laboratory Technician","4","NULL","2367","5000.0000","18779","5","1","0","0.1200","3","1","80","1","6.0000","2","0.0200","4","1","0","3","0","1","NULL","0","0","5000.0000","5000.0000"
"260","260","15","29","NULL","0","Travel_Rarely","153","Research & Development","15","2","Life Sciences","1","15","4","Female","49","2","2","Laboratory Technician","3","NULL","4193","5000.0000","12682","0","1","1","0.1200","3","4","80","0","10.0000","3","0.0300","9","5","0","8","0","0","NULL","0","0","5000.0000","5000.0000"
"261","261","20","29","NULL","0","Travel_Rarely","1389","Research & Development","21","4","Life Sciences","1","20","2","Female","51","4","3","Manufacturing Director","1","NULL","9980","NULL","10195","1","1","0","0.1100","3","3","80","1","10.0000","1","0.0300","10","9","8","8","0","0","NULL","1","0","5000.0000","10000.0000"
"262","262","94","29","NULL","0","Travel_Rarely","1328","Research & Development","2","3","Life Sciences","1","94","3","Male","76","3","1","Research Scientist","2","NULL","2703","5000.0000","4956","0","1","0","0.2300","4","4","80","1","6.0000","3","0.0300","5","4","0","3","1","0","NULL","0","0","5000.0000","5000.0000"
"263","263","208","29","NULL","0","Non-Travel","1496","Research & Development","1","1","Technical Degree","1","208","4","Male","41","3","2","Manufacturing Director","3","NULL","4319","5000.0000","26283","1","1","0","0.1300","3","1","80","1","10.0000","1","0.0300","10","7","0","9","0","0","NULL","0","0","5000.0000","5000.0000"
"264","264","283","29","NULL","1","Travel_Rarely","121","Sales","27","3","Marketing","1","283","2","Female","35","3","3","Sales Executive","4","NULL","7639","NULL","24525","1","1","0","0.2200","4","4","80","3","10.0000","3","0.0200","10","4","1","3","1","1","NULL","1","0","5000.0000","10000.0000"
"265","265","300","29","NULL","1","Travel_Rarely","992","Research & Development","1","3","Technical Degree","1","300","3","Male","85","3","1","Research Scientist","3","NULL","2058","5000.0000","19757","0","1","0","0.1400","3","4","80","0","7.0000","1","0.0200","6","2","1","5","0","1","NULL","0","0","5000.0000","5000.0000"
"266","266","312","29","NULL","0","Travel_Frequently","1413","Sales","1","1","Medical","1","312","2","Female","42","3","3","Sales Executive","4","NULL","7918","NULL","6599","1","1","0","0.1400","3","4","80","1","11.0000","5","0.0300","11","10","4","1","0","0","10.0","1","0","5000.0000","10000.0000"
"267","267","315","29","NULL","1","Travel_Rarely","896","Research & Development","18","1","Medical","1","315","3","Male","86","2","1","Research Scientist","4","NULL","2389","5000.0000","14961","1","1","1","0.1300","3","3","80","0","4.0000","3","0.0200","4","3","0","1","0","1","NULL","0","0","5000.0000","5000.0000"
"268","268","346","29","NULL","0","Travel_Rarely","665","Research & Development","15","3","Life Sciences","1","346","3","Male","60","3","1","Research Scientist","4","NULL","2340","5000.0000","22673","1","1","0","0.1900","3","1","80","0","6.0000","1","0.0300","6","5","1","3","1","0","NULL","0","0","5000.0000","5000.0000"
"269","269","349","29","NULL","0","Travel_Rarely","1247","Sales","20","2","Marketing","1","349","4","Male","45","3","2","Sales Executive","4","NULL","6931","NULL","10732","2","1","0","0.1400","3","4","80","1","10.0000","2","0.0300","3","2","0","3","1","0","NULL","1","0","5000.0000","10000.0000"
"270","270","366","29","NULL","0","Travel_Rarely","1210","Sales","2","3","Medical","1","366","1","Male","78","2","2","Sales Executive","2","NULL","6644","NULL","3687","2","1","0","0.1900","3","2","80","2","10.0000","2","0.0300","0","0","0","0","0","0","NULL","1","0","5000.0000","10000.0000"
"271","271","388","29","NULL","0","Travel_Frequently","442","Sales","2","2","Life Sciences","1","388","2","Male","44","3","2","Sales Executive","4","NULL","4554","5000.0000","20260","1","1","0","0.1800","3","1","80","0","10.0000","3","0.0200","10","7","0","9","0","0","NULL","0","0","5000.0000","5000.0000"
"272","272","454","29","NULL","1","Travel_Rarely","318","Research & Development","8","4","Other","1","454","2","Male","77","1","1","Laboratory Technician","1","NULL","2119","5000.0000","4759","1","1","1","0.1100","3","4","80","0","7.0000","4","0.0200","7","7","0","7","0","1","NULL","0","0","5000.0000","5000.0000"
"273","273","455","29","NULL","0","Travel_Rarely","738","Research & Development","9","5","Other","1","455","2","Male","30","2","1","Laboratory Technician","4","NULL","3983","5000.0000","7621","0","1","0","0.1700","3","3","80","0","4.0000","2","0.0300","3","2","2","2","0","0","NULL","0","0","5000.0000","5000.0000"
"274","274","463","29","NULL","0","Travel_Rarely","144","Sales","10","1","Marketing","1","463","4","Female","39","2","2","Sales Executive","2","NULL","8268","NULL","11866","1","1","1","0.1400","3","1","80","2","7.0000","2","0.0300","7","7","1","7","0","0","NULL","1","0","5000.0000","10000.0000"
"275","275","469","29","NULL","0","Non-Travel","746","Sales","2","3","Life Sciences","1","469","4","Male","61","3","2","Sales Executive","3","NULL","4649","5000.0000","16928","1","1","0","0.1400","3","1","80","1","4.0000","3","0.0200","4","3","0","2","0","0","NULL","0","0","5000.0000","5000.0000"
"276","276","495","29","NULL","0","Travel_Rarely","1283","Research & Development","23","3","Life Sciences","1","495","4","Male","54","3","1","Research Scientist","4","NULL","2201","5000.0000","18168","9","1","0","0.1600","3","4","80","0","6.0000","4","0.0300","3","2","1","2","0","0","NULL","0","0","5000.0000","5000.0000"
"277","277","564","29","NULL","0","Travel_Rarely","986","Research & Development","3","4","Medical","1","564","2","Male","93","2","3","Research Director","3","NULL","11935","NULL","21526","1","1","0","0.1800","3","3","80","0","10.0000","2","0.0300","10","2","0","7","0","0","NULL","1","0","10000.0000","15000.0000"
"278","278","565","29","NULL","1","Travel_Rarely","408","Research & Development","25","5","Technical Degree","1","565","3","Female","71","2","1","Research Scientist","2","NULL","2546","5000.0000","18300","5","1","0","0.1600","3","2","80","0","6.0000","2","0.0400","2","2","1","1","0","1","NULL","0","0","5000.0000","5000.0000"
"279","279","611","29","NULL","0","Travel_Rarely","232","Research & Development","19","3","Technical Degree","1","611","4","Male","34","3","2","Manufacturing Director","4","NULL","4262","5000.0000","22645","4","1","0","0.1200","3","2","80","2","8.0000","2","0.0400","3","2","1","2","0","0","NULL","0","0","5000.0000","5000.0000"
"280","280","690","29","NULL","0","Travel_Rarely","1176","Sales","3","2","Medical","1","690","2","Female","62","3","2","Sales Executive","3","NULL","5561","NULL","3487","1","1","0","0.1400","3","1","80","1","6.0000","5","0.0200","6","0","1","2","0","0","NULL","1","0","5000.0000","10000.0000"
"281","281","710","29","NULL","0","Travel_Frequently","806","Research & Development","1","4","Life Sciences","1","710","2","Male","76","1","1","Research Scientist","4","NULL","2720","5000.0000","18959","1","1","0","0.1800","3","4","80","1","10.0000","5","0.0300","10","7","2","8","0","0","NULL","0","0","5000.0000","5000.0000"
"282","282","749","29","NULL","0","Travel_Rarely","1396","Sales","10","3","Life Sciences","1","749","3","Male","99","3","1","Sales Representative","3","NULL","2642","5000.0000","2755","1","1","0","0.1100","3","3","80","0","1.0000","6","0.0300","1","0","0","0","0","0","NULL","0","0","5000.0000","5000.0000"
"283","283","766","29","NULL","0","Travel_Rarely","1090","Sales","10","3","Marketing","1","766","4","Male","83","3","1","Sales Representative","2","NULL","2297","5000.0000","17967","1","1","0","0.1400","3","4","80","2","2.0000","2","0.0300","2","2","2","2","0","0","NULL","0","0","5000.0000","5000.0000"
"284","284","793","29","NULL","0","Travel_Rarely","657","Research & Development","27","3","Medical","1","793","2","Female","66","3","2","Healthcare Representative","3","NULL","4335","5000.0000","25549","4","1","0","0.1200","3","1","80","1","11.0000","3","0.0200","8","7","1","1","0","0","NULL","0","0","5000.0000","5000.0000"
"285","285","816","29","NULL","1","Travel_Rarely","805","Research & Development","1","2","Life Sciences","1","816","2","Female","36","2","1","Laboratory Technician","1","NULL","2319","5000.0000","6689","1","1","1","0.1100","3","4","80","1","1.0000","1","0.0300","1","0","0","0","0","1","NULL","0","0","5000.0000","5000.0000"
"286","286","824","29","NULL","0","Travel_Rarely","1252","Research & Development","23","2","Life Sciences","1","824","3","Male","81","4","1","Research Scientist","3","NULL","2700","5000.0000","23779","1","1","0","0.2400","4","3","80","1","10.0000","3","0.0300","10","7","0","7","0","0","NULL","0","0","5000.0000","5000.0000"
"287","287","896","29","NULL","1","Travel_Rarely","341","Sales","1","3","Medical","1","896","2","Female","48","2","1","Sales Representative","3","NULL","2800","5000.0000","23522","6","1","1","0.1900","3","3","80","3","5.0000","3","0.0300","3","2","0","2","0","1","NULL","0","0","5000.0000","5000.0000"
"288","288","912","29","NULL","0","Travel_Rarely","1086","Research & Development","7","1","Medical","1","912","1","Female","62","2","1","Laboratory Technician","4","NULL","2532","5000.0000","6054","6","1","0","0.1400","3","3","80","3","8.0000","5","0.0300","4","3","0","3","0","0","NULL","0","0","5000.0000","5000.0000"
"289","289","974","29","NULL","0","Travel_Frequently","1404","Sales","20","3","Technical Degree","1","974","3","Female","84","3","1","Sales Representative","4","NULL","2157","5000.0000","18203","1","1","0","0.1500","3","2","80","1","3.0000","5","0.0300","3","1","0","2","0","0","NULL","0","0","5000.0000","5000.0000"
"290","290","994","29","NULL","1","Travel_Rarely","906","Research & Development","10","3","Life Sciences","1","994","4","Female","92","2","1","Research Scientist","1","NULL","2404","5000.0000","11479","6","1","1","0.2000","4","3","80","0","3.0000","5","0.0300","0","0","0","0","0","1","NULL","0","0","5000.0000","5000.0000"
"291","291","1120","29","NULL","0","Travel_Rarely","1107","Research & Development","28","4","Life Sciences","1","1120","3","Female","93","3","1","Research Scientist","4","NULL","2514","5000.0000","26968","4","1","0","0.2200","4","1","80","1","11.0000","1","0.0300","7","5","1","7","0","0","NULL","0","0","5000.0000","5000.0000"
"292","292","1143","29","NULL","0","Travel_Frequently","490","Research & Development","10","3","Life Sciences","1","1143","4","Female","61","3","1","Research Scientist","2","NULL","3291","5000.0000","17940","0","1","0","0.1400","3","4","80","2","8.0000","2","0.0200","7","5","1","1","0","0","NULL","0","0","5000.0000","5000.0000"
"293","293","1150","29","NULL","0","Travel_Rarely","718","Research & Development","8","1","Medical","1","1150","2","Male","79","2","2","Manufacturing Director","4","NULL","5056","NULL","17689","1","1","1","0.1500","3","3","80","1","10.0000","2","0.0200","10","7","1","2","0","0","NULL","1","0","5000.0000","10000.0000"
"294","294","1165","29","NULL","1","Travel_Rarely","408","Sales","23","1","Life Sciences","1","1165","4","Female","45","2","3","Sales Executive","1","NULL","7336","NULL","11162","1","1","0","0.1300","3","1","80","1","11.0000","3","0.0100","11","8","3","10","0","1","10.0","1","0","5000.0000","10000.0000"
"295","295","1192","29","NULL","0","Travel_Rarely","1401","Research & Development","6","1","Medical","1","1192","2","Female","54","3","1","Laboratory Technician","4","NULL","3131","5000.0000","26342","1","1","0","0.1300","3","1","80","1","10.0000","5","0.0300","10","8","0","8","0","0","NULL","0","0","5000.0000","5000.0000"
"296","296","1202","29","NULL","0","Travel_Rarely","942","Research & Development","15","1","Life Sciences","1","1202","2","Female","69","1","1","Research Scientist","4","NULL","2168","5000.0000","26933","0","1","1","0.1800","3","1","80","1","6.0000","2","0.0200","5","4","1","3","0","0","NULL","0","0","5000.0000","5000.0000"
"297","297","1249","29","NULL","0","Travel_Rarely","1010","Research & Development","1","3","Life Sciences","1","1249","1","Female","97","3","1","Research Scientist","4","NULL","3760","5000.0000","5598","1","1","0","0.1500","3","1","80","3","3.0000","5","0.0300","3","2","1","2","0","0","NULL","0","0","5000.0000","5000.0000"
"298","298","1260","29","NULL","0","Travel_Rarely","1329","Research & Development","7","3","Life Sciences","1","1260","3","Male","82","3","2","Healthcare Representative","4","NULL","6623","NULL","4204","1","1","1","0.1100","3","2","80","2","6.0000","2","0.0300","6","0","1","0","0","0","NULL","1","0","5000.0000","10000.0000"
"299","299","1264","29","NULL","0","Travel_Rarely","694","Research & Development","1","3","Life Sciences","1","1264","4","Female","87","2","4","Research Director","4","NULL","16124","15000.0000","3423","3","1","0","0.1400","3","2","80","2","9.0000","2","0.0200","7","7","1","7","0","0","NULL","1","0","15000.0000","NULL"
"300","300","1299","29","NULL","1","Travel_Rarely","806","Research & Development","7","3","Technical Degree","1","1299","2","Female","39","3","1","Laboratory Technician","3","NULL","3339","5000.0000","17285","3","1","1","0.1300","3","1","80","2","10.0000","2","0.0300","7","7","7","7","0","1","NULL","0","0","5000.0000","5000.0000"
"301","301","1419","29","NULL","0","Travel_Rarely","332","Human Resources","17","3","Other","1","1419","2","Male","51","2","3","Human Resources","1","NULL","7988","NULL","9769","1","1","0","0.1300","3","1","80","0","10.0000","3","0.0200","10","9","0","9","0","0","NULL","1","0","5000.0000","10000.0000"
"302","302","1421","29","NULL","1","Travel_Frequently","337","Research & Development","14","1","Other","1","1421","3","Female","84","3","3","Healthcare Representative","4","NULL","7553","NULL","22930","0","1","1","0.1200","3","1","80","0","9.0000","1","0.0300","8","7","7","7","0","1","NULL","1","0","5000.0000","10000.0000"
"303","303","1487","29","NULL","1","Travel_Frequently","115","Sales","13","3","Technical Degree","1","1487","1","Female","51","3","2","Sales Executive","2","NULL","5765","NULL","17485","5","1","0","0.1100","3","1","80","0","7.0000","4","0.0100","5","3","0","0","0","1","NULL","1","0","5000.0000","10000.0000"
"304","304","1497","29","NULL","0","Travel_Rarely","1246","Sales","19","3","Life Sciences","1","1497","3","Male","77","2","2","Sales Executive","3","NULL","8620","NULL","23757","1","1","0","0.1400","3","3","80","2","10.0000","3","0.0300","10","7","0","4","0","0","NULL","1","0","5000.0000","10000.0000"
"305","305","1513","29","NULL","0","Travel_Frequently","410","Research & Development","2","1","Life Sciences","1","1513","4","Female","97","3","1","Laboratory Technician","2","NULL","3180","5000.0000","4668","0","1","0","0.1300","3","3","80","3","4.0000","3","0.0300","3","2","0","2","0","0","NULL","0","0","5000.0000","5000.0000"
"306","306","1522","29","NULL","1","Travel_Rarely","224","Research & Development","1","4","Technical Degree","1","1522","1","Male","100","2","1","Research Scientist","1","NULL","2362","5000.0000","7568","6","1","0","0.1300","3","3","80","0","11.0000","2","0.0100","9","7","0","7","0","1","NULL","0","0","5000.0000","5000.0000"
"307","307","1544","29","NULL","0","Travel_Rarely","441","Research & Development","8","1","Other","1","1544","3","Female","39","1","2","Healthcare Representative","1","NULL","9715","NULL","7288","3","1","0","0.1300","3","3","80","1","9.0000","3","0.0300","7","7","0","7","0","0","NULL","1","0","5000.0000","10000.0000"
"308","308","1558","29","NULL","0","Travel_Rarely","598","Research & Development","9","3","Life Sciences","1","1558","3","Male","91","4","1","Research Scientist","3","NULL","2451","5000.0000","22376","6","1","0","0.1800","3","1","80","2","5.0000","2","0.0200","1","0","0","0","0","0","NULL","0","0","5000.0000","5000.0000"
"309","309","1586","29","NULL","0","Travel_Rarely","1370","Research & Development","3","1","Medical","1","1586","2","Male","87","3","1","Laboratory Technician","1","NULL","4723","5000.0000","16213","1","1","1","0.1800","3","4","80","0","10.0000","3","0.0300","10","9","1","5","0","0","NULL","0","0","5000.0000","5000.0000"
"310","310","1590","29","NULL","0","Travel_Frequently","995","Research & Development","2","1","Life Sciences","1","1590","1","Male","87","3","2","Healthcare Representative","4","NULL","8853","NULL","24483","1","1","0","0.1900","3","4","80","1","6.0000","0","0.0400","6","4","1","3","0","0","NULL","1","0","5000.0000","10000.0000"
"311","311","1650","29","NULL","0","Travel_Rarely","469","Sales","10","3","Medical","1","1650","3","Male","42","2","2","Sales Executive","3","NULL","5869","NULL","23413","9","1","0","0.1100","3","3","80","0","8.0000","2","0.0300","5","2","1","4","0","0","NULL","1","0","5000.0000","10000.0000"
"312","312","1669","29","NULL","0","Travel_Rarely","991","Sales","5","3","Medical","1","1669","1","Male","43","2","2","Sales Executive","2","NULL","4187","5000.0000","3356","1","1","1","0.1300","3","2","80","1","10.0000","3","0.0200","10","0","0","9","0","0","NULL","0","0","5000.0000","5000.0000"
"313","313","1709","29","NULL","0","Travel_Rarely","1082","Research & Development","9","4","Medical","1","1709","4","Female","43","3","1","Laboratory Technician","3","NULL","2974","5000.0000","25412","9","1","0","0.1700","3","3","80","1","9.0000","2","0.0300","5","3","1","2","0","0","NULL","0","0","5000.0000","5000.0000"
"314","314","1752","29","NULL","1","Travel_Rarely","428","Sales","9","3","Marketing","1","1752","2","Female","52","1","1","Sales Representative","2","NULL","2760","5000.0000","14630","1","1","0","0.1300","3","3","80","0","2.0000","3","0.0300","2","2","2","2","0","1","NULL","0","0","5000.0000","5000.0000"
"315","315","1753","29","NULL","0","Travel_Frequently","461","Research & Development","1","3","Life Sciences","1","1753","4","Male","70","4","2","Healthcare Representative","3","NULL","6294","NULL","23060","8","1","1","0.1200","3","4","80","0","10.0000","5","0.0400","3","2","0","2","0","0","NULL","1","0","5000.0000","10000.0000"
"316","316","1762","29","NULL","0","Travel_Rarely","590","Research & Development","4","3","Technical Degree","1","1762","4","Female","91","2","1","Research Scientist","1","NULL","2109","5000.0000","10007","1","1","0","0.1300","3","3","80","1","1.0000","2","0.0300","1","0","0","0","0","0","NULL","0","0","5000.0000","5000.0000"
"317","317","1844","29","NULL","1","Travel_Rarely","350","Human Resources","13","3","Human Resources","1","1844","1","Male","56","2","1","Human Resources","1","NULL","2335","5000.0000","3157","4","1","1","0.1500","3","4","80","3","4.0000","3","0.0300","2","2","2","0","0","1","NULL","0","0","5000.0000","5000.0000"
"318","318","1852","29","NULL","0","Travel_Frequently","574","Research & Development","20","1","Medical","1","1852","4","Male","40","3","1","Laboratory Technician","4","NULL","3812","5000.0000","7003","1","1","0","0.1300","3","2","80","0","11.0000","3","0.0400","11","8","3","10","0","0","10.0","0","0","5000.0000","5000.0000"
"319","319","1859","29","NULL","0","Travel_Rarely","726","Research & Development","29","1","Life Sciences","1","1859","4","Male","93","1","2","Healthcare Representative","3","NULL","6384","NULL","21143","8","1","0","0.1700","3","4","80","2","11.0000","3","0.0300","7","0","1","6","0","0","NULL","1","0","5000.0000","10000.0000"
